,文章ID,發文時間,更新時間,留言內容,按讚數,關鍵字
8917,238815142,2022-05-08 07:46:20.831000+00:00,2022-05-08T07:47:21.813Z,本來只有一顆一開始不以為意後來瞬間變成十顆才去冷凍治療超爆痛現在快好了建議擦水楊酸icomyTYZ0M2,0.0,"['本來', '只有', '一顆', '一開', '始不以', '為意', '後來', '瞬間', '變成', '十顆', '才', '去', '冷凍', '治療', '超', '爆痛', '現在', '快好了', '建議', '擦水', '楊酸', 'icomyTYZ0M2']"
8918,238815142,2022-05-08 09:46:31.140000+00:00,2022-05-08T09:46:31.140Z,病毒疣破壞身體紋路會怎樣嗎,0.0,"['病毒', '疣', '破壞', '身體', '紋路會', '怎樣', '嗎']"
8919,238815142,2022-05-08 11:04:35.131000+00:00,2022-05-08T11:04:35.131Z,雞眼吧,0.0,"['雞眼', '吧']"
8920,238815142,2022-05-08 11:28:44.472000+00:00,2022-05-08T11:28:44.472Z,通報📢好像有人對這篇文章有新想法唷快來去看看wwwdcardtwftalkp238829752,0.0,"['通報', '📢', '好像', '有', '人', '對', '這篇', '文章', '有', '新', '想法', '唷', '快來', '去', '看', '看', 'wwwdcardtwftalkp238829752']"
8922,238815142,2022-05-08 12:43:18.647000+00:00,2022-05-08T12:43:18.647Z,不是妳如果會擔心直接去看皮膚科吧我們不是Doctor,0.0,"['不是', '妳', '如果', '會', '擔心', '直接', '去', '看', '皮膚科', '吧', '我們', '不是', 'Doctor']"
8923,238815142,2022-05-08 13:15:43.169000+00:00,2022-05-08T13:15:43.169Z,沒看標題看到世正縮圖點進來往下滑害我一臉驚恐,0.0,"['沒看', '標題', '看', '到', '世正縮', '圖點', '進', '來往', '下滑', '害', '我', '一臉', '驚恐']"
8924,238815142,2022-05-08 13:26:16.667000+00:00,2022-05-08T13:26:16.667Z,我有過病毒瘤不過你這看起來不像如果是病毒瘤話去皮膚科冷凍治療即可,0.0,"['我', '有', '過病', '毒瘤', '不過', '你', '這看', '起來', '不', '像', '如果', '是', '病毒瘤', '話', '去皮', '膚科', '冷凍', '治療', '即可']"
8926,238815142,2022-05-08 16:37:44.026000+00:00,2022-05-08T16:37:44.026Z,冷凍治療隔天會長水泡超痛,0.0,"['冷凍', '治療', '隔', '天會', '長', '水泡', '超痛']"
8927,238815142,2022-05-08 17:02:59.864000+00:00,2022-05-08T17:02:59.864Z,icomTmNp0Us想問一下那我這個是什麼呀不會癢,0.0,"['icomTmNp0Us', '想問', '一下', '那', '我', '這個', '是', '什麼', '呀', '不會', '癢']"
8928,238815142,2022-05-08 17:11:50.496000+00:00,2022-05-08T17:11:50.496Z,icomVCMakv3我這種就是病毒疣吧但沒傳染也不痛不癢甚至有時候還拿它抓癢粗粗很像去角質是不是該去治療一下比較好😅,0.0,"['icomVCMakv3', '我', '這種', '就是', '病毒', '疣', '吧', '但', '沒', '傳染', '也', '不痛不癢', '甚至', '有', '時候', '還拿它', '抓癢', '粗', '粗', '很', '像', '去角質', '是', '不是', '該', '去治療', '一下', '比較', '好', '😅']"
8929,238815142,2022-05-08 17:59:08.494000+00:00,2022-05-08T17:59:08.494Z,我比較喜歡後面安安🥰但世正我也愛❤️,0.0,"['我', '比', '較', '喜歡', '後面', '安安', '🥰', '但世正', '我', '也', '愛', '❤', '️']"
8930,238815142,2022-05-08 18:11:16.455000+00:00,2022-05-08T18:11:16.455Z,去皮膚科他會現場幫你用很冰乾冰吧幫你治療好像兩三次就會好,0.0,"['去皮', '膚科', '他', '會', '現場', '幫', '你', '用', '很', '冰', '乾冰', '吧', '幫', '你治療', '好像', '兩三次', '就', '會', '好']"
8931,238815142,2022-05-08 18:12:12.041000+00:00,2022-05-08T18:12:12.041Z,請去看醫生謝謝,0.0,"['請', '去', '看', '醫生', '謝謝']"
8932,238815142,2022-05-08 18:18:18.249000+00:00,2022-05-08T18:18:18.249Z,不太像病毒疣表皮是刺刺凸出物,0.0,"['不太像', '病毒', '疣', '表皮', '是', '刺刺', '凸出', '物']"
8933,238815142,2022-05-08 18:26:53.872000+00:00,2022-05-08T18:48:03.144Z,病毒疣如果炸開它會變很像鬚鬚然後每個鬚鬚尾巴都會黑黑黑點那樣皮膚底層也會黑黑而且你拿什麼工具去ㄊㄨˋ它建議你直接扔了因為疣是會傳染身上任何地方都會長哦看你長期接觸哪如果是疣不會養但放久了讓它肆意增長越大塊就越容易影響走路到一定程度走路還會痛連貼隔壁腳趾皮膚都會被傳染跟著長哦不確定是不是疣話還是建議你去皮膚科看比較好你也可以放一段比較明顯再看也行另外給個醫生說觀念會長基本上就是免疫系統較一般人差公共場所有太多細菌容易感染尤其是濕熱地方游泳池溫泉海水浴場這類型都不要去接觸還有要你脫鞋不能穿襪子地方也是要避免能穿襪子基本上還好連在家洗澡也建議全程穿自己拖鞋這樣就比較不容易反覆復發有長疣人民生用品都不能跟他人共用像是地毯毛巾會接觸到都不要共用比較好衣物也不要一起洗要分開洗除非你很幸運治療完一次療程後都沒再復發那就不用擔心太多,0.0,"['病毒', '疣', '如果', '炸開', '它', '會', '變', '很', '像', '鬚', '鬚', '然後', '每', '個', '鬚', '鬚', '尾巴', '都', '會', '黑', '黑', '黑點', '那樣', '皮膚', '底層', '也', '會', '黑', '黑而且', '你', '拿', '什麼', '工具', '去', 'ㄊ', 'ㄨ', 'ˋ', '它', '建議', '你', '直接', '扔', '了', '因為', '疣', '是', '會', '傳染', '身上', '任何', '地方', '都', '會長', '哦', '看', '你', '長', '期', '接觸', '哪', '如果', '是', '疣', '不會', '養', '但', '放久', '了', '讓', '它', '肆意', '增長', '越', '大塊', '就越', '容易', '影響', '走路', '到', '一定', '程度', '走路', '還會', '痛連貼', '隔壁', '腳', '趾', '皮膚', '都', '會', '被', '傳染', '跟', '著長', '哦', '不', '確定', '是', '不是', '疣', '話', '還是', '建議', '你', '去皮', '膚科', '看', '比', '較', '好', '你', '也', '可以', '放', '一段', '比較', '明顯', '再', '看', '也', '行', '另外', '給個', '醫生', '說', '觀念會長', '基本上', '就是', '免疫系統', '較', '一般', '人差', '公共場所', '有太多', '細菌', '容易', '感染', '尤其', '是', '濕熱', '地方', '游泳池', '溫泉', '海水', '浴場', '這類', '型', '都', '不要', '去', '接觸', '還有', '要', '你', '脫鞋', '不能', '穿', '襪子', '地方', '也', '是', '要', '避免', '能', '穿', '襪子', '基本上', '還好連', '在家', '洗澡', '也', '建議', '全程', '穿', '自己', '拖鞋', '這樣', '就', '比', '較', '不', '容易', '反覆', '復發', '有長', '疣', '人民', '生用品', '都', '不能', '跟', '他', '人', '共用', '像是', '地毯', '毛巾會', '接觸', '到', '都', '不要', '共用', '比較', '好', '衣物', '也', '不要', '一起', '洗要', '分開', '洗除', '非', '你', '很', '幸運', '治療', '完', '一次', '療程', '後', '都', '沒', '再', '復發', '那', '就', '不用', '擔心', '太多']"
8934,238815142,2022-05-08 19:01:57.594000+00:00,2022-05-08T19:01:57.594Z,不要亂剪要小心是不是黑色素瘤,0.0,"['不要', '亂', '剪', '要', '小心', '是', '不是', '黑色', '素瘤']"
8935,238815142,2022-05-08 21:49:54.976000+00:00,2022-05-08T21:49:54.976Z,我之前冷凍治療病毒疣一次就痛要死後一次直接選電燒一次就好了10年也沒在長過,0.0,"['我', '之前', '冷凍', '治療', '病毒', '疣', '一次', '就', '痛要', '死', '後', '一次', '直接', '選電燒', '一次', '就', '好', '了', '10', '年', '也', '沒', '在', '長過']"
8936,238815142,2022-05-08 22:54:17.519000+00:00,2022-05-08T22:54:17.519Z,看皮膚科可以冷凍處理,0.0,"['看皮膚科', '可以', '冷凍', '處理']"
8937,238815142,2022-05-08 22:57:52.856000+00:00,2022-05-08T22:57:52.856Z,冷凍治療很痛苦喔,1.0,"['冷凍', '治療', '很', '痛苦', '喔']"
8938,238815142,2022-05-09 00:19:48.225000+00:00,2022-05-09T00:19:48.225Z,病毒疣會痛走路會有顛顛感覺而且病毒疣跟雞眼超難分辨當初我姊得過雞眼而我在去年得過病毒疣她說我那是雞眼剪掉死皮就好了不剪還好一剪不得了面積越來越大走路越來越痛最後去皮膚科他跟我說是病毒疣🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️我姊是在哈嘍,0.0,"['病毒', '疣', '會', '痛', '走', '路會', '有', '顛顛', '感覺', '而且', '病毒', '疣', '跟', '雞眼', '超難', '分辨', '當初', '我', '姊', '得', '過雞眼', '而', '我', '在', '去年', '得過', '病毒', '疣', '她', '說', '我', '那', '是', '雞眼', '剪掉', '死皮', '就', '好', '了', '不', '剪', '還好', '一剪', '不得了', '面積', '越來', '越大', '走路', '越來', '越痛', '最', '後', '去皮', '膚科', '他', '跟', '我', '說', '是', '病毒', '疣', '🤷', '🏻', '\u200d', '♀', '️', '🤷', '🏻', '\u200d', '♀', '️', '🤷', '🏻', '\u200d', '♀', '️', '我', '姊', '是', '在', '哈', '嘍']"
8939,238815142,2022-05-09 05:44:46.469000+00:00,2022-05-09T05:44:46.469Z,撒浪嘿疣,0.0,"['撒浪嘿', '疣']"
8940,238815142,2022-05-09 05:50:47.820000+00:00,2022-05-09T05:50:47.820Z,前陣子才做冷凍治療一個月多,0.0,"['前陣子', '才', '做', '冷凍', '治療', '一個月', '多']"
8941,238815142,2022-05-09 12:26:15.299000+00:00,2022-05-09T12:26:15.299Z,建議直接去看皮膚科且找有口碑我之前腳底也長疣但掛了一間離家近且完全沒人不用排隊皮膚科我懶得排隊等待🤡醫生說是雞眼以雞眼方式治療治療一陣子之後大概2個月完全沒好轉還惡化就改去小有名氣診所醫生看了兩秒就說是疣不是雞眼而且很嚴重最後花了快半年才搞定那顆疣走路都他媽痛,0.0,"['建議', '直接', '去', '看', '皮膚', '科且', '找', '有', '口碑', '我', '之', '前腳', '底', '也', '長', '疣', '但掛', '了', '一間', '離家', '近且', '完全', '沒人', '不用', '排隊', '皮膚科', '我', '懶得', '排隊', '等', '待', '🤡', '醫生', '說', '是', '雞', '眼以', '雞', '眼方式', '治療治療', '一陣子', '之後', '大概', '2', '個', '月', '完全', '沒', '好轉', '還', '惡化', '就', '改去', '小有名氣', '診所', '醫生', '看', '了', '兩秒', '就', '說', '是', '疣', '不是', '雞眼', '而', '且', '很', '嚴重', '最後花', '了', '快', '半年', '才', '搞定', '那顆', '疣', '走', '路', '都', '他', '媽痛']"
8942,238815142,2022-05-09 14:31:02.418000+00:00,2022-05-09T14:31:02.418Z,病毒疣最後會凸起來一顆圓圓我之前右手大拇指有長過拔它摳掉後血一直流但過沒幾天又會長回來因為細菌還在裡面要去冷凍治療比較快好,0.0,"['病毒', '疣', '最', '後會', '凸起來', '一顆', '圓圓', '我', '之前', '右手', '大拇指', '有長', '過拔', '它', '摳', '掉', '後', '血', '一直', '流', '但過', '沒', '幾天', '又', '會長', '回來', '因為', '細菌', '還在裡', '面要', '去', '冷凍', '治療', '比', '較', '快', '好']"
8943,238815142,2022-05-09 15:32:09.067000+00:00,2022-05-09T15:32:09.067Z,那我男友這個是不是才是病毒疣😭icomvm408pm,0.0,"['那', '我', '男友', '這個', '是', '不是', '才', '是', '病毒', '疣', '😭', 'icomvm408pm']"
8944,238815142,2022-05-09 16:51:36.351000+00:00,2022-05-09T16:51:36.351Z,我剪開沒有一點一點黑黑但醫生也說是病毒疣,0.0,"['我', '剪開', '沒有', '一點一點', '黑黑', '但', '醫生', '也', '說', '是', '病毒', '疣']"
8945,238815142,2022-05-09 17:39:31.860000+00:00,2022-05-09T17:39:31.860Z,你看起來應該不像病毒疣我腳底長過五顆手指一顆但如果是疣切記絕對不要剪如果是疣話剪了會擴散而且會痛我之前手地方就是因為剪了結果超痛然後又是在食指指腹所以索性開刀拿掉其他腳都是擦藥自己掉大概快3個月原𝐩𝐨你如果不確定話就去看醫生就好花個掛號費就可以心安知道那是什麼也可以趕快治療୧⍤⃝,0.0,"['你', '看', '起來', '應該', '不像', '病毒', '疣', '我', '腳底', '長過', '五顆', '手指', '一顆', '但', '如果', '是', '疣', '切記', '絕對', '不要', '剪', '如果', '是', '疣', '話', '剪', '了', '會', '擴散', '而', '且', '會', '痛', '我', '之前', '手', '地方', '就是', '因為', '剪', '了結', '果超痛', '然後', '又', '是', '在', '食指', '指腹', '所以', '索性', '開刀', '拿', '掉', '其他', '腳', '都是', '擦藥', '自己', '掉', '大概', '快', '3', '個', '月', '原', '𝐩', '𝐨', '你', '如果', '不', '確定', '話', '就', '去', '看', '醫生', '就', '好', '花個', '掛號費', '就', '可以', '心安', '知道', '那', '是', '什麼', '也', '可以', '趕', '快治', '療', '୧', '⍤', '⃝']"
8946,238815142,2022-05-10 16:25:21.555000+00:00,2022-05-10T16:25:37.564Z,好好奇原PO最後到底是不是病毒疣🥺,0.0,"['好', '好奇', '原', 'PO', '最', '後', '到底', '是', '不是', '病毒', '疣', '🥺']"
8947,238815142,2022-05-14 12:36:16.994000+00:00,2022-05-14T12:36:16.994Z,icomnEOiCrR想請問我這是疣嗎,0.0,"['icomnEOiCrR', '想', '請問', '我', '這是', '疣', '嗎']"
8948,238815142,2022-05-20 19:31:10.158000+00:00,2022-05-20T19:31:37.167Z,我覺得是欸我也是腳中指有一個蠻嚴重然後無名指也長一個你這種兩顆型態不一樣但應該就是擴散了超煩我去年差不多這個發現腳長病毒疣然後冷凍治療了半年快好了所以我就懶得去了結果又給我越變越嚴重現在跟剛開始剛開始一樣嚴重氣死我白治療半年了😭😭還給我擴散多兩顆如果你真是話記得要定期回診,1.0,"['我', '覺得', '是', '欸', '我', '也', '是', '腳', '中指', '有', '一個', '蠻', '嚴重', '然後', '無名', '指', '也', '長', '一個', '你', '這種', '兩顆', '型態', '不', '一樣', '但', '應該', '就是', '擴散', '了', '超煩', '我', '去年', '差不多', '這個', '發現', '腳長', '病毒', '疣', '然後', '冷凍', '治療', '了', '半年', '快好了', '所以', '我', '就', '懶得', '去', '了結', '果又給', '我', '越', '變越', '嚴重', '現在', '跟剛', '開始', '剛開始', '一樣', '嚴重', '氣死', '我', '白治療', '半年', '了', '😭', '😭', '還給', '我', '擴散', '多', '兩顆', '如果', '你', '真', '是', '話', '記得', '要', '定期', '回診']"
8949,238815130,2022-05-07 08:23:10.066000+00:00,2022-05-07T08:23:10.066Z,你好我是本人若有疑慮請直接對我我有跟qimmy創作者溝通對話內容其中也有向她提出他對我作品疑慮真想知道我可以一一跟你說明再說我販售商品並沒有抄襲請你理解若有請你提出若沒有我希望你刪除文章謝謝,2.0,"['你好', '我', '是', '本人', '若', '有', '疑慮', '請', '直接', '對', '我', '我', '有', '跟', 'qimmy', '創作者', '溝通', '對話', '內容', '其中', '也', '有', '向', '她', '提出', '他', '對', '我', '作品', '疑慮', '真想', '知道', '我', '可以', '一一', '跟', '你', '說明', '再說', '我', '販售', '商品', '並', '沒有', '抄襲', '請', '你', '理解', '若', '有', '請', '你', '提出', '若', '沒有', '我', '希望', '你', '刪除', '文章', '謝謝']"
8950,238815130,2022-05-07 08:53:01.574000+00:00,2022-05-07T09:58:58.097Z,B1附上器官之外作品比對原創作者👇🏻icomFOt7695B1👇🏻icomA0nwJoO簡單翻譯一下原創者回覆ThankyouforyourrepliesandIamhappytoacceptyourapologyAllIwantisforyoutomoveforwardandknowthatplagiarisingtheworkofothersisntrightnotmineornotanyothercreatorIamsurethroughtimeyouwouldfindyourownstyleandmakesomethinggreatoutofyourownideasTillthenitsokaytobeinspiredsolongasyoucreditanotherartistanddontclaimtheirworksandideasasyoursGoodluck謝謝你回覆我很高興收到你道歉所有我想做就是讓你進步然後知道剽竊其他人作品不論是我或是其他創作者作品都是不對我很確定經過一段之後你會找到屬於自己風格到了那個時後我作品讓你收到啟發我覺得這是ok這段我不確定是不是這樣翻只要你信任那個創作者且不宣稱他們作品還有想法是你自己祝你好運說真如果要表達自己歉意跟得到具體回覆話你應該回是英文而不是中文很顯然這位作者覺得你好像為你剽竊而道歉了但其實你只是因為造成這種疑慮對他道歉然後你想要跟他探討抄襲細節拍攝角度風格等等原創作者也沒有回覆你我是認為你這樣蠻沒有誠意再加上你還抱怨原創作者沒有先跟你溝通就發限動公審你打模糊仗說作者已經接受道歉icomqKN2NkM要求刪除與原創作者對話內容icomVfEbqgS所以現在重點就是你覺得你只是做了一個和別人相似作品然後又恰巧用了相似拍攝手法放在玻璃器皿上就被認為是抄襲真很冤枉而且他還公審你真很不應該但為了消除這種有疑慮風波還是先跟原創作者道歉有錯誤歡迎指正icom5qExtDsicomS2d2Xq6icomonXTqJXicomiozpe53icom0n7mgOv補上小紅書上道歉聲明icom9VC697G另一篇討論樓wwwdcardtwfbuyonlinep238817029cid053D1B1F926446BB8ED8567CEC30730D,10.0,"['B1', '附上', '器官', '之外', '作品', '比', '對', '原', '創作者', '👇', '🏻', 'icomFOt7695B1', '👇', '🏻', 'icomA0nwJoO', '簡單', '翻譯', '一下', '原創', '者', '回覆', 'ThankyouforyourrepliesandIamhappytoacceptyourapologyAllIwantisforyoutomoveforwardandknowthatplagiarisingtheworkofothersisntrightnotmineornotanyothercreatorIamsurethroughtimeyouwouldfindyourownstyleandmakesomethinggreatoutofyourownideasTillthenitsokaytobeinspiredsolongasyoucreditanotherartistanddontclaimtheirworksandideasasyoursGoodluck', '謝謝', '你', '回覆', '我', '很', '高興', '收到', '你', '道', '歉', '所有', '我', '想', '做', '就是', '讓你', '進步', '然後', '知道', '剽竊', '其他人', '作品', '不論是', '我', '或是', '其他', '創作者', '作品', '都是', '不', '對', '我', '很', '確定', '經過', '一段', '之後', '你', '會', '找', '到', '屬於', '自己', '風格', '到', '了', '那個', '時', '後', '我', '作品', '讓你', '收到', '啟發', '我', '覺得', '這是', 'ok', '這段', '我', '不', '確定', '是', '不是', '這樣', '翻', '只要', '你', '信任', '那個', '創作者', '且', '不', '宣稱', '他們', '作品', '還有', '想法', '是', '你', '自己', '祝', '你', '好運', '說', '真', '如果', '要表達', '自己', '歉意', '跟', '得到', '具體', '回覆', '話', '你', '應該', '回是', '英文', '而', '不是', '中文', '很', '顯然', '這位', '作者', '覺得', '你', '好像', '為', '你', '剽竊', '而', '道', '歉', '了', '但', '其實', '你', '只是', '因為', '造成', '這種', '疑慮', '對', '他', '道', '歉', '然後', '你', '想要', '跟', '他', '探討', '抄襲', '細節', '拍', '攝角度', '風格', '等', '等', '原', '創作者', '也', '沒有', '回覆', '你', '我', '是', '認為', '你', '這樣', '蠻', '沒有', '誠意', '再', '加上', '你', '還抱', '怨原', '創作者', '沒有', '先', '跟', '你', '溝通', '就', '發限動', '公審', '你', '打', '模糊仗', '說', '作者', '已經', '接受', '道', '歉', 'icomqKN2NkM', '要求', '刪除', '與', '原', '創作者', '對話', '內容', 'icomVfEbqgS', '所以', '現在', '重點', '就是', '你', '覺得', '你', '只是', '做', '了', '一個', '和', '別人', '相似', '作品', '然後', '又', '恰', '巧用', '了', '相似', '拍', '攝', '手法', '放', '在', '玻璃', '器皿', '上', '就', '被', '認為', '是', '抄襲', '真', '很', '冤枉', '而且', '他還', '公審', '你', '真', '很', '不', '應該', '但', '為', '了', '消除', '這種', '有', '疑慮', '風波', '還是', '先', '跟', '原', '創作者', '道歉', '有', '錯誤', '歡迎', '指正', 'icom5qExtDsicomS2d2Xq6icomonXTqJXicomiozpe53icom0n7mgOv', '補上', '小紅書', '上道', '歉聲明', 'icom9VC697G', '另', '一篇', '討論樓', 'wwwdcardtwfbuyonlinep238817029cid053D1B1F926446BB8ED8567CEC30730D']"
8951,238815130,2022-05-07 09:08:53.562000+00:00,2022-05-07T09:30:56.990Z,為什麼打中文致歉是因為我希望用我語言表達自己想法避免產生更多誤會本人第一發文我第一採取道歉刪除文章而她認為我作品有抄襲我也私信密他希望可以釐清避免後續再次發生文章沒有提及靈感來源或是參考來源是我不對我也因此學到一課但我針對一些疑問提問只希望避免造成後續誤會⋯但你們指控我販售商品是抄襲我也覺得有些不妥所以我不能做器官或人臉意思嗎😓,0.0,"['為什麼', '打', '中文', '致歉', '是', '因為', '我', '希望', '用', '我', '語言表達', '自己', '想法', '避免', '產生', '更', '多', '誤會', '本人', '第', '一發', '文', '我', '第一採', '取道', '歉', '刪除', '文章', '而', '她', '認為', '我', '作品', '有', '抄襲', '我', '也', '私信密', '他', '希望', '可以', '釐', '清避免', '後續', '再次發生', '文章', '沒有', '提及', '靈感', '來源', '或是', '參考', '來源', '是', '我', '不', '對', '我', '也', '因此', '學到', '一課', '但', '我針', '對', '一些', '疑問', '提問', '只', '希望', '避免', '造成', '後續', '誤會', '⋯', '但', '你們', '指控', '我', '販售', '商品', '是', '抄襲', '我', '也', '覺得', '有些', '不妥', '所以', '我', '不能', '做', '器官', '或', '人臉', '意思', '嗎', '😓']"
8952,238815130,2022-05-08 03:13:05.738000+00:00,2022-05-08T03:20:49.161Z,剛剛去造訪了雙方主頁姐你完全沒有原創東西欸不是說不能捏臉或器官但你作品沒有自己風格辨識度完全不足明明臉有這麼多表現方式你卻沒有自己詮釋也許你覺得是自己做就不算抄襲但很多藝術家都是透過多年磨練與嚐試才完成屬於自己風格直接使用等於剽竊他們創意和努力作為練習可以但若要盈利就會有抄襲創意問題了真建議你再多看多學慢慢找出自己風格,25.0,"['剛剛', '去', '造訪', '了', '雙方', '主頁', '姐', '你', '完全', '沒有', '原創', '東西', '欸', '不是', '說', '不能', '捏', '臉', '或', '器官', '但', '你', '作品', '沒有', '自己', '風格', '辨識度', '完全', '不足', '明明', '臉', '有', '這麼', '多表現', '方式', '你', '卻', '沒有', '自己', '詮釋', '也許', '你', '覺得', '是', '自己', '做', '就', '不算', '抄襲', '但', '很多', '藝術家', '都是', '透過', '多年', '磨練', '與', '嚐試', '才', '完成', '屬於', '自己', '風格', '直接', '使用', '等', '於', '剽竊', '他們', '創意', '和', '努力', '作為', '練習', '可以', '但', '若', '要', '盈利', '就', '會', '有', '抄襲', '創意', '問題', '了', '真', '建議', '你', '再', '多', '看多學', '慢慢', '找', '出自', '己', '風格']"
8953,238815130,2022-05-08 03:46:06.532000+00:00,2022-05-08T03:46:06.532Z,用中文道歉真好沒誠意你覺得你誠意到了但你考慮過對方根本看不懂只能放google翻譯嗎Google翻譯也翻不好耶這樣你誠意真有傳達到嗎😅,18.0,"['用', '中文', '道歉', '真好', '沒誠意', '你', '覺得', '你', '誠意', '到', '了', '但', '你', '考慮過', '對方', '根本', '看', '不', '懂', '只能', '放', 'google', '翻譯', '嗎', 'Google', '翻譯', '也', '翻', '不好', '耶', '這樣', '你', '誠意', '真有', '傳達', '到', '嗎', '😅']"
8954,238815130,2022-05-08 10:17:57.635000+00:00,2022-05-08T10:17:57.635Z,推上去,3.0,"['推', '上去']"
8955,238815130,2022-05-08 10:28:43.837000+00:00,2022-05-08T10:28:43.837Z,一直很疑惑為什麼每次爆出抄襲人永遠都不會承認自己抄襲態度也都很理直氣壯😌,8.0,"['一直', '很疑惑', '為什麼', '每次', '爆出', '抄襲', '人永遠', '都', '不會', '承認', '自己', '抄襲', '態度', '也', '都', '很理', '直氣壯', '😌']"
8956,238815130,2022-05-08 14:05:28.715000+00:00,2022-05-08T14:05:28.715Z,打中文道歉笑死你是英文不好嗎,7.0,"['打', '中文', '道歉', '笑', '死', '你', '是', '英文', '不好', '嗎']"
8958,238815060,2022-05-06 15:55:17.932000+00:00,2022-05-06T15:55:17.932Z,姿勢啊不然長知識都跑去痘痘上了,2.0,"['姿勢', '啊', '不然', '長', '知識', '都', '跑', '去', '痘', '痘', '上', '了']"
8959,238815060,2022-05-08 01:58:29.278000+00:00,2022-05-08T01:58:29.278Z,可能只是壓力太大了亮點是有一隻可愛橘貓🐈,4.0,"['可能', '只是', '壓力', '太大', '了', '亮點', '是', '有', '一隻', '可愛', '橘貓', '🐈']"
8960,238815060,2022-05-08 02:57:38.941000+00:00,2022-05-08T02:57:38.941Z,不適合念書,2.0,"['不適', '合念書']"
8961,238814988,2022-05-06 17:26:26.895000+00:00,2022-05-06T17:26:26.895Z,住明日之星比較好,0.0,"['住', '明日', '之星', '比', '較', '好']"
8962,238814973,2022-05-06 15:13:31.417000+00:00,2022-05-06T15:13:31.417Z,icomHtuAl5z我前幾天打開才看到🥲🥲🥲,4.0,"['icomHtuAl5z', '我前', '幾天', '打開', '才', '看', '到', '\U0001f972', '\U0001f972', '\U0001f972']"
8963,238814973,2022-05-07 00:47:41.757000+00:00,2022-05-07T00:47:41.757Z,好好笑我剛剛看才發現我也有密接過3分鐘問題是我當天是去醫院做採檢所以密接不意外而且我當時已經快篩陽了所以我還是不知道我到底為啥會中,101.0,"['好好笑', '我', '剛剛', '看才', '發現', '我', '也', '有', '密接', '過', '3', '分鐘', '問題', '是', '我', '當天', '是', '去', '醫院', '做', '採檢', '所以', '密接', '不', '意外', '而且', '我', '當時', '已經', '快篩', '陽了', '所以', '我', '還是', '不知道', '我', '到底', '為', '啥', '會', '中']"
8964,238814973,2022-05-07 02:31:09.756000+00:00,2022-05-07T02:31:09.756Z,有人知道第一張照片上面是在數什麼嗎,3.0,"['有人', '知道', '第', '一張', '照片', '上面', '是', '在數', '什麼', '嗎']"
8965,238814973,2022-05-07 03:48:41.955000+00:00,2022-05-07T03:48:41.955Z,這個資料判讀還要確診者同意上傳接觸者才會收到資訊感覺沒啥用🥲,439.0,"['這個', '資料', '判讀', '還要', '確診者', '同意', '上', '傳接', '觸者', '才', '會', '收到', '資訊', '感覺', '沒', '啥', '用', '\U0001f972']"
8966,238814973,2022-05-07 04:10:09.273000+00:00,2022-05-07T04:10:09.273Z,icomLOu6P8X上個禮拜今天才跑出來,6.0,"['icomLOu6P8X', '上個', '禮拜', '今天', '才', '跑', '出來']"
8967,238814973,2022-05-07 04:20:34.598000+00:00,2022-05-07T04:20:34.598Z,icomAIRo3UvicomfSzGzB8原本看是小於2分鐘後來不知道為什麼直接變28分也是這禮拜才跑出來,1.0,"['icomAIRo3UvicomfSzGzB8', '原本', '看', '是', '小於', '2', '分鐘', '後來', '不知道', '為什麼', '直接', '變', '28', '分', '也', '是', '這禮', '拜', '才', '跑', '出來']"
8968,238814973,2022-05-07 04:32:21.153000+00:00,2022-05-07T04:32:21.153Z,收到48分鐘但沒後續🥲,2.0,"['收到', '48', '分鐘', '但', '沒', '後續', '\U0001f972']"
8969,238814973,2022-05-07 04:40:06.020000+00:00,2022-05-07T17:21:26.368Z,icomLFhXjcN這東西看看就好icom5Rv2LB5補一個矯正回歸,1059.0,"['icomLFhXjcN', '這東西', '看', '看', '就', '好', 'icom5Rv2LB5', '補', '一個', '矯正', '回歸']"
8970,238814973,2022-05-07 05:27:03.349000+00:00,2022-05-07T05:45:55.882Z,想問怎樣程度在這個app算是有接觸,6.0,"['想問', '怎樣', '程度', '在', '這個', 'app', '算', '是', '有', '接觸']"
8971,238814973,2022-05-07 06:19:39.586000+00:00,2022-05-07T06:19:39.586Z,媽媽前幾天跳通知51有接觸1小時17分結果剛剛看變成1小時50分stickerassetsdcardtwimages42cc5bd6a0a84b738d1e3284e7658aorigpng,4.0,"['媽媽', '前', '幾天', '跳', '通知', '51', '有', '接觸', '1', '小時', '17', '分結果', '剛剛', '看', '變成', '1', '小時', '50', '分', 'stickerassetsdcardtwimages42cc5bd6a0a84b738d1e3284e7658aorigpng']"
8972,238814973,2022-05-07 06:34:13.893000+00:00,2022-05-07T06:34:13.893Z,看到版上太多人說沒用前天就刪掉了⋯,8.0,"['看到', '版', '上', '太多人', '說', '沒用', '前天', '就', '刪掉', '了', '⋯']"
8973,238814973,2022-05-07 06:35:39.966000+00:00,2022-05-07T06:35:39.966Z,請問一下這些資料是要從哪裡觀看,1.0,"['請問', '一下', '這些', '資料', '是', '要', '從', '哪裡觀', '看']"
8974,238814973,2022-05-07 08:01:03.101000+00:00,2022-05-07T08:01:17.933Z,15天後才通知icombfC20FF,1.0,"['15', '天後才', '通知', 'icombfC20FF']"
